"","msoa","la","pred_leave","voters","population"
"2502","E02002573","E06000005",0.478364845182685,4517.03536941629,6647
"2503","E02002574","E06000006",0.526719332112914,3970.88100513406,5751
"2504","E02002575","E06000006",0.476041676519653,5154.49506521529,7462
"2505","E02002576","E06000006",0.594742867651078,3917.08007629649,5874
"2506","E02002577","E06000006",0.616989472139113,3795.47371733573,5794
"2507","E02002578","E06000006",0.59297728676727,4038.84173116551,6039
"2508","E02002579","E06000006",0.605490093223334,3912.26113240933,5958
"2509","E02002580","E06000006",0.5886696524351,3694.73664684044,5754
"2510","E02002581","E06000006",0.578645664096438,4050.91204197755,6002
"2511","E02002582","E06000006",0.469557576234271,4315.6749556324,6235
"2512","E02002583","E06000006",0.596178362572283,3369.76494422238,5221
"2513","E02002584","E06000006",0.606114055046923,3850.21923400369,5768
"2514","E02002585","E06000006",0.556601566024164,5523.53921707532,8309
"2515","E02002586","E06000006",0.631467888078389,4616.02794885478,7143
"2516","E02002587","E06000006",0.616196799221368,3367.86101091484,5100
"2517","E02002588","E06000006",0.625663646617903,3711.33254347071,5689
"2518","E02002589","E06000006",0.557544349590015,3715.89872945149,5381
"2519","E02002590","E06000007",0.490079307242999,4358.76486708524,5904
"2520","E02002591","E06000007",0.522700824120298,3787.36451163749,5113
"2521","E02002592","E06000007",0.563963891365651,3748.90366718905,5097
"2522","E02002593","E06000007",0.513161078685714,3109.09440576993,4246
"2523","E02002594","E06000007",0.547149006212727,3073.6904369859,4266
"2524","E02002595","E06000007",0.674512700421867,4027.41022239216,5798
"2525","E02002596","E06000007",0.526762815121454,5144.20077547006,7026
"2526","E02002597","E06000007",0.677833465787011,4647.39700839139,6617
"2527","E02002598","E06000007",0.450542091869611,4192.65071924307,5679
"2528","E02002599","E06000007",0.478614995810542,6222.61870349313,8446
"2529","E02002600","E06000007",0.646434042794887,4927.87531713713,6929
"2530","E02002601","E06000007",0.583143406548747,4661.43708458028,6360
"2531","E02002602","E06000007",0.629040602256144,3727.93165038866,5427
"2532","E02002603","E06000007",0.587493299260837,4244.68538533734,5767
"2533","E02002604","E06000007",0.535703292611277,4533.88437647079,6113
"2534","E02002605","E06000007",0.602182642929557,5149.37145748949,7074
"2535","E02002606","E06000007",0.579805850924627,5786.42448846667,8248
"2536","E02002607","E06000007",0.579273724979144,5796.82453454778,8194
"2537","E02002608","E06000007",0.567279202681594,5121.26806636477,6929
"2538","E02002609","E06000007",0.621556524038475,4476.9172936855,6343
"2539","E02002610","E06000007",0.414041172950766,7041.35695693118,9406
"2540","E02002611","E06000007",0.495536557382733,4597.79814482618,6160
